TestId,ID,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
aXUtk8kMgfSr6SMWygrx,,8/25/21,8:27:03,ii,,,Countermovement Jump,,,780.6937,0.3762,216.1918,-0.4138,5178.5714,-4339.1028,1795,1381.3367,176.9371,1818,232.8698,1441.378,184.6279,1795,229.9237,0.844,61.6959,0.196,14.3275,0.328,23.9766,0.586,1.368,117.2177,216.5732,741.313,333.7909,1.8476,-0.9803,1.6473,2.7166,2.8477,-1210.5626,-15.2116,-1577.9648,-19.8283,2184.5341,27.4503,49.7819,3961.7135,9.0209,991,827,7.9921,745.8673,635.4694,8.6351,975,820,2.4337,738.2287,703.1494,10.7389,2867.3469,2311.2245,14.8026,4.7151,1240,-3694.4399,3288,975.1105,421.1639,-7.6642,1518,1770,-3.4483,470.7427,504.3677,-6.6709,0.4284,0.275,269.453,3.3859,1.4729,471.86,5.9293,2.7214
eO2gjNXqkOLhDQO1QI1y,,8/25/21,8:26:54,ii,,,Countermovement Jump,,,779.2773,0.3495,207.9968,-0.4882,4570.7763,-3637.2088,1776,1376.242,176.6049,1784,228.9301,1406.7447,180.5192,1777,228.0318,0.324,36.9863,0.219,25,0.333,38.0137,0.574,0.876,130.2386,208.8239,767.665,339.0625,1.6034,-1.0896,1.6107,2.6184,2.7725,-1344.647,-16.9272,-1738.7245,-21.8881,2075.8888,26.1325,47.668,3786.604,-2.9148,866,918,-3.8325,661.7489,714.4932,-0.8441,881,896,0.105,704.1111,702.6336,-3.0969,2214.6119,2356.1644,-7.4098,0.2013,1280,-2538.1242,2724,964.3563,349.5547,69.4567,2308,416,13.9714,549.5453,414.8109,24.536,0.6553,0.3989,300.121,3.7781,1.6395,467.544,5.8857,2.6288
DdrAtX9YxeUIn5xGP0sE,,8/25/21,8:26:43,ii,,,Countermovement Jump,,,780.6166,0.3833,218.1961,-0.4305,3539.6825,-3880.2557,1671,1198.6071,153.5462,1670,213.9334,1407.3754,180.2902,1672,214.1897,0.735,55.015,0.252,18.8623,0.349,26.1228,0.602,1.336,104.8897,218.6694,791.1485,323.5591,2.0848,-0.8942,1.604,2.7421,2.8579,-975.5012,-12.2591,-1208.1512,-15.1828,2112.2667,26.5448,49.7365,3957.7074,9.3413,913,757,6.2834,636.9603,561.6468,9.2105,913,759,0.5868,707.8166,699.5587,0.6726,1781.746,1757.9365,11.7794,1.1328,1080,-3406.2085,4317,1010.6454,553.0244,-6.4165,2020,2297,-3.16,489.3546,521.2907,-6.1253,0.4506,0.2868,300.8245,3.7805,1.3181,490.324,6.1619,2.748
Uota7ON7RkGAW6MAJdJY,,8/25/21,12:56:41,jj,,,Countermovement Jump,,,816.7768,0.4219,239.513,-0.2837,4643.5644,-6180.7366,1754,1225.2129,150.0058,1749,214.1344,1866.3057,228.4964,2219,271.6777,0.307,41.5989,0.202,27.3713,0.229,31.0298,0.59,0.738,82.0384,240.2634,672.699,322.3018,2.9287,-0.6979,1.6074,2.8767,2.961,-774.5029,-9.3023,-984.7483,-11.8274,2822.3117,33.8977,62.7342,5223.2272,-2.4585,853,896,-16.1706,513.5446,711.6683,-1.4872,1093,1126,0.029,933.4236,932.8821,2.1322,2371.2871,2272.2772,-27.9331,0.0663,N/A,-381.5196,3862,863.8276,472.8342,-30.6577,1339,2523,-32.9428,289.6295,574.1981,N/A,0.7995,0.5715,246.2105,2.9571,0.9853,426.4885,5.1224,2.8857
jYkbZFE6tETKUt2fLrYM,,8/25/21,12:51:20,jj,,,Countermovement Jump,,,971.6667,0.4374,290.1988,-0.302,8329.1925,-7652.3408,2310,1743.9814,179.4835,2307,237.4271,2091.5731,215.2562,2368,243.705,0.374,47.044,0.161,20.2516,0.26,32.7044,0.597,0.795,123.6763,290.9728,821.7775,414.6492,2.3527,-0.8176,1.6901,2.9299,3.0336,-1283.1378,-12.9546,-1711.7174,-17.2816,3282.6518,33.1418,62.1314,6154.0289,-7.8457,1063,1244,-4.9159,829.1242,914.8571,-0.5068,1178,1190,-1.4352,1030.7769,1060.7962,-8.7248,3801.2422,4527.9503,-9.3442,-2.8146,1160,-7174.3381,4786,1231.6043,492.5557,14.7096,2745,2041,6.0837,653.2655,578.3388,11.4744,0.7509,0.5503,279.143,2.8182,1.2486,542.6345,5.4785,2.9377
13AeMywKz9yeeosqOqc2,,8/25/21,12:51:11,jj,,,Countermovement Jump,,,973.5015,0.3223,249.5451,-0.0602,14909.0909,-35182.321,2120,1486.039,152.6489,2100,215.7162,2381.4607,244.6284,3146,323.1633,0.345,57.5,0.077,12.8333,0.178,29.6667,0.515,0.6,38.9029,250.5052,535.704,289.4081,6.4392,-0.2798,1.5469,2.5147,2.6304,-377.3551,-3.8026,-471.7952,-4.7543,3275.2955,33.0052,61.2154,6074.7437,-12.5714,918,1182,-8.6196,678.974,807.0649,-1.0807,1556,1590,-2.3307,1162.9775,1218.4831,-21.0801,5883.1169,9025.974,-15.8538,-4.5179,290,-13637.7289,5617,1799.0172,576.9894,2.261,2872,2745,-1.9894,881.6138,917.4034,-3.8826,0.8583,0.5372,112.889,1.1376,0.392,422.815,4.2607,2.5243
7Q42DomS94wQILyIOx9Z,,8/25/21,12:51:03,jj,,,Countermovement Jump,,,971.7858,0.3045,242.1389,-0.0785,17445.7831,-30836.4375,2423,1566.5904,161.2074,2398,246.7622,2366.0571,243.4752,3143,323.4252,0.247,48.9109,0.083,16.4356,0.175,34.6535,0.494,0.505,48.6541,243.7418,541.173,292.3958,5.0097,-0.3626,1.5855,2.4443,2.5816,-508.9364,-5.1376,-624.8442,-6.3077,3238.3599,32.6907,58.8178,5826.5351,-6.0884,1126,1272,-11.1769,695.747,870.8434,0.2864,1576,1567,2.5711,1213.4457,1152.6114,-5.663,8228.9157,9216.8675,-20.2136,5.0534,590,-17189.2953,4126,1391.7169,424.5792,-15.0751,1752,2374,-9.0456,632.9136,758.8034,-16.61,0.9782,0.603,128.3405,1.2956,0.4912,412.8325,4.1675,2.4605
7lj720Rfn0pSq8Ncjhqg,,8/25/21,8:18:29,k,,,Countermovement Jump,,,701.3844,0.3647,191.2634,-0.3073,9949.5798,-6136.0945,1886,1540.0252,219.5694,1904,271.4631,1538.7087,219.3817,1886,268.8968,0.397,53.2172,0.119,15.9517,0.23,30.8311,0.552,0.746,99.2051,192.3255,534.911,291.5306,1.9387,-0.8914,1.6871,2.6751,2.7915,-1222.0426,-17.0923,-1808.7551,-25.2984,2299.513,32.1624,53.9207,3855.1634,-1.0504,942,962,11.2674,856.7731,683.2521,1.1665,954,932,0.8175,775.6435,763.0652,-11.9932,4378.1513,5571.4286,20.3011,1.6129,750,-6182.6545,3121,965.78,444.9771,-28.0359,1123,1998,-6.8169,449.972,515.808,-12.7813,0.7399,0.4889,181.9685,2.5451,1.3875,352.9425,4.9365,2.69
VtwBT9G26c7znq25ovOZ,,8/25/21,8:18:17,k,,,Countermovement Jump,,,701.3564,0.3752,193.9515,-0.3272,8342.2819,-5937.605,1943,1330.1141,189.6488,1980,282.3101,1523.2532,217.1868,1943,277.0346,0.365,48.6019,0.149,19.8402,0.237,31.5579,0.558,0.751,93.0623,194.5034,556.8865,287.5657,2.09,-0.8935,1.7381,2.7128,2.8413,-1042.9407,-14.5878,-1300.0588,-18.1842,2333.0259,32.6325,54.0535,3864.5017,1.6162,1006,974,3.8332,690.5503,639.5638,2.5219,996,947,3.9448,791.6709,731.5823,0.4023,4187.9195,4154.3624,7.387,7.5893,1290,-4438.3423,3273,855.5721,466.6672,-7.1189,1520,1753,-1.4723,421.4876,434.0845,-2.9117,0.743,0.4995,196.863,2.7536,1.3017,360.0235,5.0357,2.7206
uqAslEz6m1sNQq5hfxRF,,8/25/21,8:18:06,k,,,Countermovement Jump,,,700.047,0.383,195.6486,-0.3096,11076.2712,-6496.5915,2011,1507.1695,215.2955,2009,286.9807,1571.5822,224.4967,2017,288.1235,0.483,58.4746,0.118,14.2857,0.225,27.2397,0.573,0.826,94.584,195.777,529.077,290.361,2.0699,-0.855,1.7716,2.7417,2.8627,-1138.3744,-15.9524,-1618.9271,-22.6866,2436.3791,34.1418,54.9581,3921.8397,2.7377,1032,977,7.1118,807.178,699.9915,3.4209,1043,974,1.2986,795.9956,775.5867,-4.3611,5296.6102,5779.661,13.29,2.5478,930,-6641.7309,3343,930.3903,477.5393,-2.9614,1622,1721,-9.9885,418.729,511.6613,-18.1588,0.6937,0.4638,176.4895,2.4732,1.3254,352.5875,4.9409,2.7435
2deW0SB7HlVUDn6lTDaK,,8/25/21,9:35:11,kk,,,Countermovement Jump,,,802.7828,0.3764,222.3889,-0.35,6548.0226,-5591.2902,1957,1496.0282,186.3553,1956,243.6525,1595.7046,198.7717,1957,243.777,0.321,41.2067,0.177,22.7214,0.281,36.0719,0.577,0.779,122.1302,222.6178,710.817,344.7481,1.8228,-0.9353,1.6328,2.7176,2.8172,-1270.8012,-15.5292,-1800.687,-22.0044,2389.9755,29.2055,51.4795,4212.7315,6.2372,1039,917,5.0133,785.5141,710.5141,5.5697,1033,924,-2.1983,780.3132,815.3915,11.9931,3666.6667,2881.3559,9.5672,-4.3375,1150,-4760.039,3215,1016.0774,400.4819,-9.2379,1459,1756,3.8021,527.3548,488.7226,7.3175,0.7407,0.4832,263.42,3.219,1.4924,447.397,5.4672,2.7204
czHfNUMxtrp3COjq62pc,,8/25/21,9:35:00,kk,,,Countermovement Jump,,,803.2442,0.3876,225.8392,-0.3297,5921.7877,-5651.4669,1864,1469.8492,182.9891,1862,231.8099,1626.1745,202.4508,1865,232.1834,0.369,44.836,0.179,21.7497,0.275,33.4143,0.586,0.823,118.7925,226.1561,708.015,344.9486,1.9038,-0.8799,1.6178,2.7582,2.8511,-1193.082,-14.5711,-1815.1466,-22.1683,2436.0033,29.7508,53.4624,4377.5079,-5.0483,884,978,1.6028,746.7039,723.1453,-5.9517,877,988,-2.8113,790.2291,835.9455,-10,2664.8045,3256.9832,3.2026,-5.4632,1130,-4189.6478,4068,1022.6699,506.4462,-2.6549,1980,2088,7.0005,547.131,475.5389,13.0953,0.712,0.4711,261.77,3.197,1.4508,446.245,5.45,2.762
UAm0rqsjNYht0qnENo44,,8/25/21,9:34:50,kk,,,Countermovement Jump,,,803.7307,0.3665,219.7106,-0.2934,4941.1765,-5872.0362,1722,1342.5936,167.0452,1722,214.2509,1665.0703,207.1677,1948,242.3697,0.325,42.3177,0.187,24.349,0.256,33.3333,0.568,0.768,100.3111,220.4282,675.1845,320.7392,2.1974,-0.7776,1.5549,2.6817,2.7831,-958.9788,-11.7049,-1361.9454,-16.6233,2404.6078,29.3496,54.3225,4450.6318,12.079,965,757,7.3061,720.3422,622.2513,-1.9507,955,993,-0.266,830.3203,834.75,13.4199,2802.139,2139.0374,13.5895,-0.5797,1020,-4895.738,3768,1037.3529,468.8137,-20.1699,1504,2264,-4.1304,497.2529,540.1,-7.9367,0.7396,0.4773,249.805,3.049,1.2244,425.3795,5.192,2.6905
42Lz0T1UklG6WZ91FR6X,,8/25/21,11:48:52,l,,,Countermovement Jump,,,1133.1512,0.3139,286.6823,-0.157,24705.2632,-22123.9877,3474,2254.8,198.9849,3441,303.6665,2942.3438,259.6603,4069,359.0871,0.278,52.1576,0.095,17.8236,0.16,30.0188,0.496,0.533,105.4058,288.8415,680.9345,394.2473,2.7403,-0.6359,1.6657,2.4819,2.601,-1259.649,-10.9051,-1655.4568,-14.3317,4119.4592,35.6633,60.2037,6954.1136,1.8309,1752,1689,-0.4696,1122.1053,1132.6947,-0.0737,2033,2036,0.3061,1475.675,1466.6688,9.9276,13578.9474,11126.3158,-0.8926,0.5895,890,-438693.628,8913,1444.8551,786.5676,-7.1917,4136,4777,-23.3867,553.4753,891.3798,-37.9211,0.9306,0.589,211.922,1.8347,0.9125,469.0125,4.0604,2.5006
wMIvBuHrVeBsrkLRk5Of,,8/25/21,11:48:44,l,,,Countermovement Jump,,,1132.7688,0.3096,284.5805,-0.1742,25711.1111,-19777.6687,3448,2372.9778,209.4847,3431,302.8862,2860.1867,252.4952,3879,342.4353,0.407,61.3876,0.09,13.5747,0.166,25.0377,0.495,0.663,110.4691,286.1427,684.335,396.6117,2.5903,-0.6522,1.6574,2.4645,2.5971,-1355.4827,-11.7387,-1808.8265,-15.6648,3998.1405,34.6247,59.8186,6907.3063,-6.4413,1605,1826,-7.0694,1102.6111,1270.3667,-1.2632,1915,1964,-0.5461,1422.2831,1437.9036,-4.2351,12311.1111,13400,-13.1986,-1.0571,920,-63006.5822,9132,1429.2924,806.1663,-2.6719,4444,4688,-18.1287,585.0902,844.2022,-30.6964,0.7466,0.4669,211.2855,1.8298,0.9567,473.0495,4.0967,2.4781
lIjSJkr1SmhQBTOMcy6U,,8/25/21,11:48:35,l,,,Countermovement Jump,,,1132.4364,0.3487,301.9859,-0.2121,21563.8298,-14903.4838,3163,2278.7128,201.2221,3160,279.0444,2705.0933,238.8737,3402,300.4142,0.576,66.7439,0.094,10.8922,0.193,22.3638,0.521,0.863,106.7344,303.0582,732.537,409.7926,2.8394,-0.6367,1.6686,2.616,2.7409,-1265.6544,-10.964,-1715.3152,-14.8593,3943.7541,34.1637,60.2128,6950.7843,3.2278,1631,1529,4.9491,1195.7447,1082.9681,1.6461,1729,1673,0.2147,1355.4508,1349.6425,1.628,10957.4468,10606.383,9.4489,0.4095,910,-3712.7217,6839,1390.0462,603.9191,-17.2979,2828,4011,-19.6434,558.4967,831.5495,-32.8453,0.6037,0.4042,212.051,1.8369,0.9246,520.486,4.5088,2.6253
q3eeYMAw4qelwUrc1Acn,,8/25/21,9:56:56,ll,,,Countermovement Jump,,,963.3223,0.4105,278.6878,-0.3993,4710.4072,-5013.7442,2002,1481.724,153.8139,1998,207.4072,1872.3994,194.3689,2139,222.0441,0.44,45.4076,0.221,22.807,0.308,31.7853,0.566,0.969,114.0506,279.944,901.6655,393.9946,2.4546,-0.7868,1.6422,2.838,2.9635,-1064.763,-10.843,-1373.4662,-13.9867,2870.3203,29.2299,55.6044,5460.2396,1.5015,1014,984,-1.0343,733.1991,748.5249,-1.8233,1050,1089,-1.0163,926.6851,945.7143,7.9731,2542.9864,2167.4208,-2.0504,-2.0089,990,-9418.1872,3440,1242.3333,357.0975,2.0349,1755,1685,-14.5396,530.8515,711.4818,-25.39,0.5841,0.4237,325.9815,3.3196,1.1614,575.684,5.8625,2.8508
iL1HnhGRp8DsmLk5QHwc,,8/25/21,9:56:44,ll,,,Countermovement Jump,,,966.2182,0.4275,285.2525,-0.38,6130.6818,-5381.3434,2045,1567.0398,162.1828,2040,211.1324,1972.2632,204.1219,2236,231.4177,0.56,54.8482,0.176,17.238,0.285,27.9138,0.589,1.021,105.2078,286.6485,835.3505,391.8563,2.7246,-0.7114,1.6651,2.8962,3.001,-1015.9827,-10.3153,-1345.3816,-13.6596,3063.0349,31.099,57.4566,5659.084,-3.1373,988,1052,-2.9105,760.7159,806.3239,-2.2361,1093,1143,-2.6182,960.3123,1011.9509,-7.3216,2840.9091,3289.7727,-5.6692,-5.0977,2610,-86.2873,4105,748.8981,424.8523,29.7442,2663,1442,-7.1002,347.8625,401.0356,-13.2609,0.5769,0.4187,274.296,2.7849,1.0682,561.0545,5.6964,2.9103
GssKFX495sx32ZrmHg6c,,8/25/21,9:56:33,ll,,,Countermovement Jump,,,966.5365,0.4181,282.231,-0.3823,5575.7576,-5412.4226,2069,1500.9798,155.2947,2063,213.4425,1964.3099,203.2318,2227,230.4103,0.474,49.5816,0.198,20.7113,0.284,29.7071,0.579,0.956,105.2723,283.2852,852.495,388.5575,2.691,-0.7493,1.6789,2.8645,2.9808,-1014.7647,-10.2995,-1295.2554,-13.1464,3050.9219,30.9658,56.9232,5608.3942,-0.1454,1030,1033,3.5102,776.8333,724.1465,-2.2901,1088,1139,-2.1507,961.0317,1003.2782,-7.0652,2590.9091,2984.8485,6.7931,-4.2059,1560,-10438.1951,4549,1147.7526,470.6496,-5.0341,2160,2389,18.9783,682.7885,464.9641,31.8866,0.6056,0.4375,295.68,3.001,1.0685,556.815,5.6515,2.8752
CJtL95QWIsGea02whixW,,8/25/21,12:38:38,m,,,Countermovement Jump,,,786.7147,0.3884,221.3592,-0.3564,7175.4386,-5645.76,2012,1424.2281,181.0349,2012,255.7471,1587.3249,201.7663,2015,256.1284,0.321,41.7425,0.171,22.2367,0.277,36.0208,0.573,0.769,108.403,221.5272,680.805,329.9302,2.0436,-0.9203,1.6902,2.7603,2.8532,-1157.5648,-14.4343,-1474.4834,-18.3862,2436.4468,30.3815,51.2619,4110.9609,-2.7833,978,1034,-4.9342,676.9766,747.2515,-4.1191,966,1049,-2.9842,769.9783,817.3466,0.5705,3608.1871,3567.2515,-9.4093,-5.7989,780,-6522.0317,5069,1079.0244,644.3251,12.9217,2862,2207,-9.9191,485.9974,593.0269,-18.0319,0.7451,0.505,242.1445,3.0194,1.3517,438.6605,5.4699,2.7624
BtSal77iTzynvWCJfoYG,,8/25/21,12:38:19,m,,,Countermovement Jump,,,785.3183,0.3823,219.2541,-0.3833,6613.7566,-5318.272,2038,1382.1534,175.9991,2037,259.3853,1559.9965,198.6451,2040,259.7673,0.289,37.9265,0.189,24.8031,0.284,37.2703,0.574,0.762,112.1747,219.7619,701.8215,331.9366,1.9591,-0.977,1.6957,2.7389,2.8467,-1190.4785,-14.8712,-1497.2913,-18.7038,2392.6234,29.8881,50.5526,4046.8753,-3.6819,981,1056,0.5968,695.2011,686.9524,-3.5294,984,1056,-2.735,758.6655,801.331,-11.36,2931.2169,3682.5397,1.1956,-5.3103,870,-5885.3715,3858,1054.5241,491.2658,7.5687,2075,1783,-31.9067,359.0299,695.4943,-48.3775,0.7533,0.5018,259.8145,3.2455,1.4013,442.007,5.5214,2.7452
RyB8nRXInmVDBM8Evkgj,,8/25/21,10:09:23,mm,,,Countermovement Jump,,,1281.2082,0.3526,343.5308,-0.3503,8067.7083,-8079.125,2829,2069.7448,161.5463,2829,220.8072,2477.25,193.3526,2834,221.1975,0.394,45.0801,0.192,21.968,0.288,32.9519,0.522,0.874,150.6257,344.3117,1107.355,494.9375,2.2859,-0.7713,1.5964,2.6304,2.7577,-1446.9624,-11.0792,-1930.9812,-14.7852,3619.965,27.7175,48.0903,6280.6991,1.1665,1431,1398,6.7614,1104.8438,964.901,0.988,1431,1403,-0.3613,1234.1493,1243.1007,-10.0065,3630.2083,4437.5,12.6793,-0.7217,650,-29118.9339,5668,1795.2,442.3949,-11.7502,2501,3167,-21.4353,705.1969,1090.0031,-35.2797,0.5973,0.4035,395.3365,3.027,1.1533,712.0185,5.4518,2.6363
8Ettq4xEUNqSzEingV13,,8/25/21,10:09:14,mm,,,Countermovement Jump,,,1283.7898,0.3165,326.1495,-0.3277,5222.6891,-7706.8318,2525,1773.7815,138.1676,2514,195.8265,2402.9897,187.1794,2748,214.0537,0.62,53.913,0.238,20.6957,0.292,25.3913,0.505,1.15,116.0038,326.8072,1120.652,442.811,2.8172,-0.6228,1.5058,2.4923,2.6265,-1017.9555,-7.7786,-1245.4547,-9.5171,3330.3402,25.4486,44.6974,5849.3467,5.0915,1321,1193,11.4246,988.2143,785.5672,4.0757,1430,1318,3.4114,1242.4829,1160.5068,-2.0113,2558.8235,2663.8655,20.5355,6.6009,620,-25085.1004,6095,1809.0387,474.7662,-9.2043,2767,3328,-17.9828,741.8613,1067.1774,-30.4757,0.4391,0.2753,420.262,3.2114,0.8864,700.39,5.352,2.4973
Tw9hdi4wSHxga7JWjxkk,,8/25/21,10:09:01,mm,,,Countermovement Jump,,,1283.043,0.3223,328.9525,-0.3482,5288.3721,-6951.3036,2421,1846.0419,143.88,2417,188.3803,2353.6753,183.4448,2671,208.177,0.662,55.865,0.215,18.1435,0.308,25.9916,0.506,1.185,120.4773,329.8078,1118.7505,450.2851,2.7375,-0.636,1.5068,2.5151,2.6666,-1077.3057,-8.237,-1342.9643,-10.2682,3281.5955,25.0907,45.5067,5951.7863,4.1787,1259,1158,6.875,986.4791,859.5628,0.4118,1341,1330,-3.1057,1140.289,1213.3864,-15.2155,2241.8605,3046.5116,12.8393,-6.037,910,-24403.9323,6312,1646.156,491.9554,-29.7529,2217,4095,-6.4979,769.5956,876.5604,-12.2178,0.427,0.2721,395.0485,3.0205,0.9212,723.702,5.5333,2.5217
c55ooFsUfgNoo5yLxdTX,,8/25/21,9:54:59,n,,,Countermovement Jump,,,840.5766,0.4077,242.3071,-0.3838,8371.0692,-5663.0287,2173,1563.1635,185.9633,2186,260.0596,1771.3487,210.7302,2173,258.513,0.427,50.4132,0.159,18.7721,0.261,30.8146,0.576,0.847,114.2229,242.6691,708.253,356.892,2.1245,-0.9109,1.7016,2.8279,2.9337,-1251.8787,-14.6101,-1615.5949,-18.8549,2747.4942,32.0648,55.7959,4780.9102,-2.5618,1065,1121,-4.526,746.2075,816.956,-3.1753,1052,1121,-1.0547,876.3333,895.0153,6.3862,4452.8302,3918.239,-8.6284,-2.0795,980,-3796.5183,3720,1082.7908,442.5534,13.871,2118,1602,-6.642,505.4357,577.3551,-12.4468,0.68,0.4812,247.034,2.883,1.333,461.219,5.3827,2.8321
SMLFP9Cv9uzZ1oaC3QyH,,8/25/21,9:54:49,n,,,Countermovement Jump,,,841.3123,0.3807,234.3901,-0.3205,8431.3725,-6640.1114,2129,1535.6536,182.5307,2127,252.8193,1826.8536,217.1433,2146,255.0777,0.343,46.6667,0.153,20.8163,0.239,32.517,0.56,0.735,105.5925,235.3077,669.012,340.9002,2.2284,-0.8486,1.672,2.7331,2.8548,-1149.9364,-13.4087,-1552.206,-18.0993,2751.6103,32.0848,56.2726,4825.9776,-6.9111,990,1137,-11.0442,683.0261,852.6275,-4.8462,1021,1125,-0.1054,912.4644,914.3891,-1.3953,4156.8627,4274.5098,-19.9102,-0.184,1030,-4232.3775,2378,1069.9495,282.6537,19.9327,1426,952,6.8476,571.6078,498.3417,12.8325,0.7619,0.518,233.472,2.7224,1.2312,435.54,5.0786,2.7438
pIKGq4Kp9oVIQOp7RHVk,,8/25/21,9:54:40,n,,,Countermovement Jump,,,841.7087,0.3744,232.5927,-0.2751,8133.8028,-7270.574,2001,1510.2042,179.4212,1996,237.1367,1936.2019,230.0323,2322,275.8674,0.393,52.5401,0.142,18.984,0.213,28.4759,0.552,0.748,94.3471,232.9483,624.4185,327.2953,2.4691,-0.7186,1.6203,2.7108,2.8098,-975.6113,-11.3706,-1321.7204,-15.4045,2849.1318,33.2062,58.9412,5057.2216,1.503,1013,983,-5.1084,716.5282,793.6761,0.7752,1170,1152,1.9793,987.2629,948.939,12.381,4570.4225,3563.3803,-9.748,3.884,970,-4173.4875,3061,1080.4052,363.665,10.6828,1694,1367,-3.2681,522.5485,557.8567,-6.3344,0.738,0.5007,213.028,2.4828,1.0996,411.3905,4.7947,2.715
1Ax0GsHC8xTiiSadxdwp,,8/25/21,12:24:56,nn,,,Countermovement Jump,,,955.6707,0.4044,274.3705,-0.3056,15605.2632,-8962.0325,2739,2264.0965,236.9118,2811,294.139,2103.4108,220.0979,2739,286.605,0.356,50.0703,0.114,16.0338,0.241,33.8959,0.576,0.711,148.2622,276.179,761.793,424.4413,1.8628,-0.9672,1.7186,2.8164,2.9357,-1949.6994,-20.0137,-2815.1286,-28.8974,3251.0477,33.3721,59.3815,5784.8231,1.3874,1425,1386,-0.0213,1131.807,1132.2895,2.008,1397,1342,2.3593,1076.5187,1026.8921,4.778,8175.4386,7429.8246,-0.0523,4.6094,2020,-7511.7478,5348,1091.6426,559.607,-71.8025,754,4594,-22.0522,425.4559,666.1866,-36.1413,0.8101,0.5686,256.253,2.6304,1.5219,505.54,5.1894,2.835
